label,message,clean_message,label_num
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason im around time smoke gas afford around someone tell apparently happens somebody want light,0
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy made home constant thought love hope nice visit cant wait till come home kiss,0
ham,Congrats kano..whr s the treat maga?,congrats kanowhr treat maga,0
ham,Who u talking about?,u talking,0
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",u wake already wat u u picking u later rite im taking sq reaching ard smth like dat u check e arrival time c ya soon,0
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,yunny im walking citylink faster come hungry,0
ham,Er yep sure. Props?,er yep sure prop,0
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement acc,0
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u nokia plus free digital camera u get u win free auction take part send nokia poboxtcrw,1
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send ltdecimalgt ok,0
ham,Bognor it is! Should be splendid at this time of year.,bognor splendid time year,0
ham,Yes.i'm in office da:),yesim office da,0
ham,Ok. I only ask abt e movie. U wan ktv oso?,ok ask abt e movie u wan ktv oso,0
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplaced number sending text old number wondering ive heard year best mcat got number atlanta friend,0
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,dunno lei might b eatin wif frens wan eat wait lar,0
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry weekly comp send word win tc,1
ham,Do u noe how 2 send files between 2 computers?,u noe send file computer,0
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm loved waking word morning miss love hope day go well happy wait u together,0
ham,jay says he'll put in  &lt;#&gt;,jay say hell put ltgt,0
ham,Can you just come in for a sec? There's somebody here I want you to see,come sec there somebody want see,0
ham,So the sun is anti sleep medicine.,sun anti sleep medicine,0
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,whats happening gotten job begun registration permanent residency,0
ham,Yup ok...,yup ok,0
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come well plenty time claire go work,0
ham,Ok enjoy . R u there in home.,ok enjoy r u home,0
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",pls pls send mail know relative coming deliver know cost risk benefit anything else thanks,0
ham,You do what all you like,like,0
ham,That's y we haf to combine n c how lor...,thats haf combine n c lor,0
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthly amount terrible pay anything till month finishing school,0
ham,Hmmm:)how many players selected?,hmmmhow many player selected,0
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",said gonna snow start around pm tonite predicting inch accumulation,0
ham,I dont. Can you send it to me. Plus how's mode.,dont send plus hows mode,0
ham,Aiyo please Ì_ got time meh.,aiyo please got time meh,0
ham,Package all your programs well,package program well,0
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belongs family hope tomorrow pray herwho fated shoranur train incident let hold hand together amp fuelled love amp concern prior grief amp pain pls join dis chain amp pas stop violence woman,0
ham,So are you guys asking that i get that slippers again or its gone with last year,guy asking get slipper gone last year,0
ham,Company is very good.environment is terrific and food is really nice:),company goodenvironment terrific food really nice,0
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text get ringtones logo game question infotxtcouk,1
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly ive made lovely cup tea promptly dropped key burnt finger getting,0
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,yup studying surfing lor im e lazy mode today,0
ham,Please sen :)my kind advice :-)please come here and try:-),please sen kind advice please come try,0
ham,I'm done. C Ì_ there.,im done c,0
ham,"Oh fine, I'll be by tonight",oh fine ill tonight,0
ham,ÌÏ give me some time to walk there.,give time walk,0
ham,I'll reach in ard 20 mins ok...,ill reach ard min ok,0
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop pwk sprwm ph,1
ham,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happened come never came back,0
spam,This message is brought to you by GMW Ltd. and is not connected to the,message brought gmw ltd connected,1
ham,"Some friends want me to drive em someplace, probably take a while",friend want drive em someplace probably take,0
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,also thk fast xy suggest one u dun wan ok going rain leh got gd,0
ham,Are you still getting the goods.,still getting good,0
ham,And maybe some pressies,maybe pressies,0
ham,"Yeah I am, so I'll leave maybe 7ish?",yeah ill leave maybe ish,0
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,told dr appt next week think im gonna die told check nothing worried didnt listen,0
ham,You in your room? I need a few,room need,0
ham,I dont want to hear anything,dont want hear anything,0
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey leave friday wait ask superior tell,0
ham,Ultimately tor motive tui achieve korli.,ultimately tor motive tui achieve korli,0
ham,From 5 to 2 only my work timing.,work timing,0
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,dont worry well finished march ish,0
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled newscaster dabbles jazz flute behind wheel,0
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats mobile g videophones r call videochat wid ur mate play java game dload polyph music noline rentl bx ip p,1
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,1
ham,Now thats going to ruin your thesis!,thats going ruin thesis,0
ham,In sch but neva mind u eat 1st lor..,sch neva mind u eat st lor,0
ham,Hey whats up? U sleeping all morning?,hey whats u sleeping morning,0
ham,Erm. I thought the contract ran out the4th of october.,erm thought contract ran theth october,0
ham,I dunno until when... Lets go learn pilates...,dunno let go learn pilate,0
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,u subscribed best mobile content service uk per ten day send stop helpline,1
ham,Yup i'm elaborating on the safety aspects and some other issues..,yup im elaborating safety aspect issue,0
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",free tarot text find love life try free text chance free msg,1
ham,"Goodmorning, today i am late for 1hr.",goodmorning today late hr,0
ham,Hi happy birthday. Hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi,0
ham,I will be outside office take all from there,outside office take,0
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,dont respond imma assume youre still asleep imma start calling n shit,0
ham,"Aight, see you in a bit",aight see bit,0
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior telling friday leave department except oursso leave youany way call waheed fathima hr conform,0
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join uk horniest dogging service u sex nite sign follow instruction txt entry nytecalpmsgp,1
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol take member said aunt flow didnt visit month cause developed ovarian cyst bc way shrink,0
ham,Still work going on:)it is very small house.,still work going onit small house,0
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend got say he upping order gram he got ltgt get,0
ham,Tmr timin still da same wat cos i got lesson until 6...,tmr timin still da wat co got lesson,0
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",thats thing ape u fight death keep something minute u let go thats,0
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,im gonna able late notice ill home week anyway plan,0
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model say,0
ham,Okie... Thanx...,okie thanx,0
ham,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come,0
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well,0
ham,So when you gonna get rimac access ,gonna get rimac access,0
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",im arestaurant eating squid wanna dosomething late,0
ham,You call times job today ok umma and ask them to speed up,call time job today ok umma ask speed,0
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks hr last nite today wrk,0
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p eachother meet go house,0
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol luckily didnt starring role like,0
ham,Hello madam how are you ?,hello madam,0
ham,"Awesome, text me when you're restocked",awesome text youre restocked,0
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,knock knock txt whose enter r weekly draw gift voucher store yr choice tc age stoptxtstopweek,1
ham,Yes. It's all innocent fun. O:-),yes innocent fun,0
ham,Thanks for sending this mental ability question..,thanks sending mental ability question,0
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day going smoothly really hoped wont bother bill cant settle month extra cash know challenging time also let know,0
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,marrow wed ltgt aha,0
ham,I went to ur hon lab but no one is there.,went ur hon lab one,0
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple nightsexcellent location wif breakfast hamper,0
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forwarded hi mailbox messaging sm alert match please call back retrieve message match ccpmin,1
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website,0
ham,S da..al r above  &lt;#&gt;,daal r ltgt,0
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",free ring tone text polys every week get new tone yr wk,1
ham,Unni thank you dear for the recharge..Rakhesh,unni thank dear rechargerakhesh,0
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,know im lacking particular dramastorms detail part im worried,0
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,haha cant tmr forfeit haha,0
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",hey glad u r better hear u treated urself digi cam good r pm fab new year c u coupla wks,0
ham,No way I'm going back there!,way im going back,0
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobile xxx bonus caller prize nd attempt reach call asap boxnqp ppm,1
ham,I WILL CAL YOU SIR. In meeting,cal sir meeting,0
ham,"That's what I love to hear :V see you sundayish, then",thats love hear v see sundayish,0
ham,"Sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam sorry held prasad,0
ham,Tiwary to rcb.battle between bang and kochi.,tiwary rcbbattle bang kochi,0
ham,Thank god they are in bed!,thank god bed,0
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,dont cancer mom making big deal regular checkup aka pap smear,0
ham,Am in gobi arts college,gobi art college,0
ham,Why she wants to talk to me,want talk,0
ham,Pandy joined 4w technologies today.he got job..,pandy joined w technology todayhe got job,0
ham,"They can try! They can get lost, in fact. Tee hee",try get lost fact tee hee,0
ham,My friends use to call the same.,friend use call,0
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",em olowoyey uscedu great time argentina sad secretary everything blessing,0
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt massagetiepos argh ok lool,0
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",hi please get ltgt dollar loan ill pay back mid february pls,0
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",might want pull case plan spending dont much confidence derek taylor money management,0
ham,Do you like shaking your booty on the dance floor?,like shaking booty dance floor,0
ham,"Text me when you get off, don't call, my phones having problems",text get dont call phone problem,0
ham,No need for the drug anymore.,need drug anymore,0
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry dai thought calling lot timeslil busyi call noon,0
ham,Its sarcasm.. .nt scarcasim,sarcasm nt scarcasim,0
ham,Great! I have to run now so ttyl!,great run ttyl,0
ham,Feel like trying kadeem again? :V,feel like trying kadeem v,0
ham,Dai  &lt;#&gt;  naal eruku.,dai ltgt naal eruku,0
ham,Not yet chikku..wat abt u?,yet chikkuwat abt u,0
ham,Want to finally have lunch today?,want finally lunch today,0
ham,Do you know when dad will be back?,know dad back,0
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling today would love chat dont tell look like sexy,1
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,free st week nokia tone ur mob every week txt nokia get txting tell ur mate pobox w wq norm ptone,1
ham,He remains a bro amongst bros,remains bro amongst bros,0
ham,R u meeting da ge at nite tmr?,r u meeting da ge nite tmr,0
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impressively sensible went home early feel fine boring whens cant remember,0
ham,Why de. You looking good only:-)..,de looking good,0
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,wanna get laid nite want real dogging location sent direct ur mobile join uk largest dogging network txt park nyt eca lp msg,1
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tried contact response offer new nokia fone camcorder hit reply call delivery,1
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,yes replied mail im going management office later plus bank later alsoor wednesday,0
ham,"That's cool, I'll come by like  &lt;#&gt; ish",thats cool ill come like ltgt ish,0
ham,Super msg da:)nalla timing.,super msg danalla timing,0
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon boytoy feeling today better hope good boy obedient slave please queen,0
ham,I am 6 ft. We will be a good combination!,ft good combination,0
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,im sick im needy want pout stomp foot pout stomp foot want slave want,0
ham,* Am on a train back from northampton so i'm afraid not!,train back northampton im afraid,0
ham,Where in abj are you serving. Are you staying with dad or alone.,abj serving staying dad alone,0
ham,Was playng 9 doors game and gt racing on phone lol,playng door game gt racing phone lol,0
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tone week include mcflyall ab sara jorgeshock smithswitch order follow instruction next message,1
ham,I'm on da bus going home...,im da bus going home,0
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,got call landline number asked come anna nagar go afternoon,0
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chasing dream whats good next,0
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,yupz ive oredi booked slot weekend liao,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent trying contact u today draw show prize guaranteed call land line claim c valid hr,1
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,r many modelsony ericson also der ltgt luks good bt forgot modl,0
ham,Yes I know the cheesy songs from frosty the snowman :),yes know cheesy song frosty snowman,0
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikky vl c witin ltgt min il reply u,0
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sport fan get latest sport news str ur mobile wk free plus free tone txt sport norm txtp,1
ham,Hey tmr meet at bugis 930 ?,hey tmr meet bugis,0
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent free flight europe give away call b th sept take friend free call claim bannfwflyppm,1
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirt thing wear nudist themed mu,0
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexy bun day word morning ym think,0
ham,And whenever you and i see we can still hook up too.,whenever see still hook,0
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope im going home go pump petrol lor like going rain soon,0
ham,Can you use foreign stamps for whatever you send them off for? ,use foreign stamp whatever send,0
spam,FROM 88066 LOST å£12 HELP,lost help,1
ham,Oh baby of the house. How come you dont have any new pictures on facebook,oh baby house come dont new picture facebook,0
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",feb ltgt love u day send dis ur valued frnds evn come back ull gt married person u luv u ignore dis u lose ur luv evr,0
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hug snogs,0
ham,"Omw back to tampa from west palm, you hear what happened?",omw back tampa west palm hear happened,0
ham,Yup no more already... Thanx 4 printing n handing it up.,yup already thanx printing n handing,0
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd p optout txt stop reply date,1
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase stated watch many movie want,0
ham,S now only i took tablets . Reaction morning only.,took tablet reaction morning,0
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt tc,1
ham,"Nah, I'm a perpetual DD",nah im perpetual dd,0
ham,Sorry de i went to shop.,sorry de went shop,0
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,1
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana coz end cine go bathe hav steam bath,0
ham,Nope i'm not drivin... I neva develop da photos lei...,nope im drivin neva develop da photo lei,0
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,thinking going reg pract lesson flung advance haha wat time u going,0
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool ltgt inch long hope like big,0
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,0
ham,Go where n buy? Juz buy when we get there lar.,go n buy juz buy get lar,0
ham,I'm working technical support :)voice process.,im working technical support voice process,0
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week since broke already brain going mush,0
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tunde wishing great day abiola,0
ham,Nope... C Ì_ then...,nope c,0
ham,No. But we'll do medical missions to nigeria,well medical mission nigeria,0
ham,No i am not having not any movies in my laptop,movie laptop,0
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,urgent please call landline cash luxury canary island holiday await collection tc sae award maq ppm,1
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae tc james ehrr,1
ham,I havent lei.. Next mon can?,havent lei next mon,0
ham,Mm feeling sleepy. today itself i shall get that dear,mm feeling sleepy today shall get dear,0
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,dare stupid wont tell anything hear wont talk,0
ham,Do Ì_ noe if ben is going?,noe ben going,0
ham,Can you do a mag meeting this avo at some point?,mag meeting avo point,0
ham,I meant middle left or right?,meant middle left right,0
ham,Really? I crashed out cuddled on my sofa.,really crashed cuddled sofa,0
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,0
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",sent price mean ltgt g,0
ham,Nothing. Can...,nothing,0
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,working ringing u thing whole houseful screaming brat pulling hair loving u,0
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,family responding anything room went home diwali one called coming make feel like died,0
ham,"Tick, tick, tick ... Babe",tick tick tick babe,0
ham,R Ì_ going 4 today's meeting?,r going today meeting,0
ham,K da:)how many page you want?,k dahow many page want,0
ham,Ya had just now.onion roast.,ya nowonion roast,0
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning said like ok,0
ham,You said not now. No problem. When you can. Let me know.,said problem let know,0
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,ok tell half hr b u come need prepare,0
ham,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah tok u lor,0
ham,Sat right? Okay thanks... ,sat right okay thanks,0
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp worse dude always want party dude file complaint three drug abuser life,0
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ok chinese food way get fat youre paying lipo,0
ham,We r outside already.,r outside already,0
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch remember get back must decide easter,0
ham,Yo we are watching a movie on netflix,yo watching movie netflix,0
ham,What time. IÛ÷m out until prob 3 or so,time im prob,0
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",meh thgt clash really ah dun mind dun seen lost weight gee,0
ham,ARR birthday today:) i wish him to get more oscar.,arr birthday today wish get oscar,0
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,0
ham, and  picking them up from various points,picking various point,0
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,married local woman looking discreet action real match instantly phone text match msg cost p stop txt stop bcmsfwcnxx,1
ham,Wow v v impressed. Have funs shopping!,wow v v impressed fun shopping,0
ham,I am on the way to ur home,way ur home,0
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,burger king wanna play footy top stadium get burger king st sept go large super cocacola walk winner,1
ham,No problem. Talk to you later,problem talk later,0
ham,Then ur sis how?,ur si,0
ham,Still in customer place,still customer place,0
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,come take little time child afraid dark become teenager want stay night,1
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw also teluguthts gudk gud nyt,0
ham,We confirm eating at esplanade?,confirm eating esplanade,0
ham,Send me your id and password,send id password,0
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,0
ham,Well I might not come then...,well might come,0
ham,Long after I quit. I get on only like 5 minutes a day as it is.,long quit get like minute day,0
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,likely called mittelschmertz google dont paracetamol dont worry go,0
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,well right im gonna get check today steam salespee text want come get,0
ham,"Just arrived, see you in a couple days &lt;3",arrived see couple day lt,0
ham,"K, wat s tht incident?",k wat tht incident,0
ham,Yeah get the unlimited,yeah get unlimited,0
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen thk shd b enuff still got conclusion n content pg n reference ill b da content pg n cover pg,0
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot take year shower sorry atyour phone dead yet,0
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,got wat buy tell u need come,0
ham,When you are big..| God will bring success.,big god bring success,0
spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,uve bin awarded play instant cash call claim every th player win min optout,1
ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",r stayin extra week back next wed rugby weekend hi c u soon ham,0
ham,Not from this campus. Are you in the library?,campus library,0
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow,0
ham,How will I creep on you now? ;_;,creep,0
ham,If I get there before you after your ten billion calls and texts so help me god,get ten billion call text help god,0
ham,I've told him that i've returned it. That should i re order it.,ive told ive returned order,0
